Flight_ID,Flight_Status,Aircraft_ID,Destination_Airport,Departure_Airport,Departure_Time,Arrival_Time
XY267,En Route,N9126,SYD,MED,2024-04-05 18:39:32,2024-04-06 01:39:32
MP723,En Route,N3025,SYD,TYN,2024-04-06 04:44:35,2024-04-06 05:44:35
BF338,Landed,N7516,BOG,SYD,2024-04-10 00:42:40,2024-04-10 09:42:40
EP897,En Route,N5976,SYD,UBN,2024-04-10 17:09:29,2024-04-11 04:09:29
EQ882,Landed,N4356,VAR,SYD,2024-04-06 06:36:37,2024-04-06 09:36:37
BJ933,Landed,N2401,GRJ,SYD,2024-04-05 17:37:36,2024-04-06 02:37:36
SF351,Boarding,N8717,SCQ,SYD,2024-04-10 08:40:20,2024-04-10 17:40:20
EN646,En Route,N8270,SYD,REP,2024-04-05 14:41:55,2024-04-05 21:41:55
BL641,En Route,N9143,SYD,ALC,2024-04-07 21:23:19,2024-04-08 00:23:19
HF774,Landed,N2480,MHZ,SYD,2024-04-08 20:47:49,2024-04-08 23:47:49
ZN065,En Route,N7135,SYD,KGL,2024-04-11 10:02:47,2024-04-11 11:02:47
NR304,Boarding,N9681,DNA,SYD,2024-04-05 02:12:27,2024-04-05 05:12:27
NM071,Boarding,N9307,ADW,SYD,2024-04-06 03:32:45,2024-04-06 15:32:45
BL509,Cancelled,N9535,SYD,SNA,2024-04-09 01:04:45,2024-04-09 05:04:45
IX946,Landed,N5782,LTS,SYD,2024-04-06 16:44:35,2024-04-06 22:44:35
PD728,En Route,N5880,SYD,TPA,2024-04-09 21:17:33,2024-04-10 04:17:33
YM394,Boarding,N5334,LIN,SYD,2024-04-11 07:40:22,2024-04-11 12:40:22
PZ148,Boarding,N2659,SYR,SYD,2024-04-11 02:39:26,2024-04-11 09:39:26
XW645,Boarding,N8515,TXL,SYD,2024-04-08 03:37:55,2024-04-08 05:37:55
XS149,Boarding,N7477,XIY,SYD,2024-04-08 08:28:46,2024-04-08 16:28:46
XA906,En Route,N0590,SYD,YNT,2024-04-10 23:47:16,2024-04-11 02:47:16
WD408,En Route,N8504,SYD,OTP,2024-04-06 05:13:03,2024-04-06 13:13:03
GP506,En Route,N6359,SYD,AVL,2024-04-09 15:49:54,2024-04-10 02:49:54
ZP561,Landed,N2317,SEA,SYD,2024-04-08 06:38:17,2024-04-08 14:38:17
HW849,En Route,N9142,SYD,MLA,2024-04-07 00:12:29,2024-04-07 02:12:29
DM432,En Route,N6555,SYD,TOL,2024-04-06 10:31:08,2024-04-06 21:31:08
HA388,Delayed,N3998,SYD,MFM,2024-04-05 11:20:11,2024-04-05 19:20:11
LE390,En Route,N8201,SYD,VAR,2024-04-07 18:19:13,2024-04-07 20:19:13
ZY043,Delayed,N6642,SVG,SYD,2024-04-06 11:39:15,2024-04-06 13:39:15
SY873,Boarding,N5662,ATQ,SYD,2024-04-11 08:37:59,2024-04-11 10:37:59
NH934,Boarding,N9962,DKR,SYD,2024-04-10 15:40:06,2024-04-10 16:40:06
XD931,En Route,N7634,SYD,VVI,2024-04-06 02:51:58,2024-04-06 14:51:58
RY902,Boarding,N5983,NRT,SYD,2024-04-05 14:11:08,2024-04-05 15:11:08
ZB297,En Route,N2483,SYD,NAT,2024-04-11 08:29:06,2024-04-11 12:29:06
IR849,En Route,N2986,SYD,MED,2024-04-05 15:10:56,2024-04-06 02:10:56
HF930,En Route,N6874,SYD,CBR,2024-04-07 10:14:01,2024-04-07 21:14:01
VJ452,En Route,N8049,SYD,CUZ,2024-04-05 19:04:14,2024-04-06 03:04:14
MY875,Boarding,N8841,BDL,SYD,2024-04-05 21:44:33,2024-04-06 01:44:33
BE270,Landed,N5563,SAV,SYD,2024-04-08 05:24:01,2024-04-08 17:24:01
HS245,Delayed,N9483,LEX,SYD,2024-04-05 23:21:41,2024-04-06 10:21:41
VJ810,En Route,N6096,SYD,ESB,2024-04-10 14:56:29,2024-04-10 18:56:29
WV743,Landed,N7335,MOB,SYD,2024-04-07 17:38:44,2024-04-08 03:38:44
PF677,En Route,N0415,SYD,TYN,2024-04-10 14:40:58,2024-04-10 23:40:58
CB814,En Route,N4609,SYD,BMI,2024-04-07 02:02:23,2024-04-07 04:02:23
ZE411,Landed,N6183,RNO,SYD,2024-04-08 13:11:42,2024-04-08 16:11:42
AU229,Delayed,N5776,PVG,SYD,2024-04-05 22:54:11,2024-04-06 02:54:11
ZV700,En Route,N6502,SYD,LTS,2024-04-11 13:21:10,2024-04-11 20:21:10
GT512,Landed,N3636,CJU,SYD,2024-04-09 05:27:42,2024-04-09 08:27:42
LQ497,Landed,N8377,SGF,SYD,2024-04-07 08:27:28,2024-04-07 18:27:28
FW828,Landed,N2798,TIA,SYD,2024-04-06 00:15:49,2024-04-06 03:15:49
PX397,En Route,N4178,SYD,MDL,2024-04-07 16:39:42,2024-04-07 17:39:42
UP148,En Route,N3221,SYD,KGL,2024-04-06 11:43:05,2024-04-06 14:43:05
TR607,En Route,N5208,SYD,BFS,2024-04-06 18:05:01,2024-04-07 06:05:01
MO860,Landed,N2683,PSA,SYD,2024-04-05 14:14:59,2024-04-05 18:14:59
EK033,En Route,N7967,SYD,BLL,2024-04-10 04:31:29,2024-04-10 10:31:29
NQ311,Landed,N6492,WDH,SYD,2024-04-08 02:23:35,2024-04-08 10:23:35
SL187,Landed,N7013,POZ,SYD,2024-04-06 22:57:29,2024-04-07 03:57:29
WL771,En Route,N0511,SYD,PHL,2024-04-08 21:30:08,2024-04-09 00:30:08
XA603,En Route,N6768,SYD,DSM,2024-04-05 05:06:16,2024-04-05 06:06:16
DG811,Boarding,N7405,MTY,SYD,2024-04-07 12:47:45,2024-04-08 00:47:45
NV253,En Route,N7835,SYD,MRU,2024-04-11 10:23:03,2024-04-11 21:23:03
GY404,Boarding,N0480,DUS,SYD,2024-04-08 15:01:13,2024-04-08 17:01:13
RC410,Boarding,N4236,CHA,SYD,2024-04-07 01:34:20,2024-04-07 11:34:20
RC631,En Route,N7393,SYD,FIH,2024-04-10 07:26:34,2024-04-10 09:26:34
OG553,Cancelled,N8618,CWB,SYD,2024-04-06 20:38:13,2024-04-07 03:38:13
ZV059,En Route,N6185,SYD,DKR,2024-04-06 00:05:46,2024-04-06 03:05:46
MT854,Cancelled,N3800,SXM,SYD,2024-04-07 15:06:41,2024-04-08 03:06:41
VS315,Landed,N4417,DUS,SYD,2024-04-10 11:08:42,2024-04-10 15:08:42
GY056,Landed,N3370,FRU,SYD,2024-04-08 15:13:58,2024-04-09 03:13:58
DI082,En Route,N8281,SYD,CGK,2024-04-11 08:45:21,2024-04-11 13:45:21
UX122,En Route,N4368,SYD,SZL,2024-04-06 09:34:27,2024-04-06 21:34:27
JD010,Boarding,N0560,NIM,SYD,2024-04-09 09:17:38,2024-04-09 14:17:38
NY648,En Route,N8607,SYD,AMS,2024-04-08 08:52:27,2024-04-08 15:52:27
UY905,Landed,N9274,AFW,SYD,2024-04-06 06:41:05,2024-04-06 11:41:05
HI286,En Route,N0497,SYD,KMG,2024-04-05 22:33:09,2024-04-06 00:33:09
IX067,Landed,N6284,ICN,SYD,2024-04-08 16:14:29,2024-04-08 23:14:29
OL753,En Route,N4521,SYD,BZE,2024-04-09 16:57:35,2024-04-09 20:57:35
NR926,En Route,N5372,SYD,POZ,2024-04-04 18:12:55,2024-04-05 00:12:55
DC906,En Route,N3644,SYD,HAK,2024-04-09 14:49:57,2024-04-09 23:49:57
ER197,Boarding,N2585,DWC,SYD,2024-04-07 04:02:28,2024-04-07 16:02:28
CZ256,Landed,N4342,GRB,SYD,2024-04-10 17:55:58,2024-04-11 02:55:58
WS449,Landed,N3291,PKX,SYD,2024-04-06 09:50:30,2024-04-06 11:50:30
TE222,Boarding,N1810,ODS,SYD,2024-04-10 15:56:51,2024-04-10 17:56:51
TI107,Landed,N2171,BOI,SYD,2024-04-08 15:39:28,2024-04-09 00:39:28
YK578,Boarding,N2016,BHD,SYD,2024-04-07 20:12:53,2024-04-08 06:12:53
ND371,En Route,N2918,SYD,LGG,2024-04-09 03:07:25,2024-04-09 05:07:25
HO673,En Route,N5379,SYD,CAE,2024-04-11 14:21:28,2024-04-12 02:21:28
YT677,En Route,N8532,SYD,CMN,2024-04-10 03:44:53,2024-04-10 15:44:53
KY267,En Route,N6481,SYD,CTA,2024-04-10 20:30:32,2024-04-11 02:30:32
ZQ545,En Route,N7600,SYD,ACC,2024-04-07 05:27:41,2024-04-07 12:27:41
IS828,Cancelled,N6086,SYD,ATQ,2024-04-05 11:59:19,2024-04-05 19:59:19
UC467,En Route,N7164,SYD,BOM,2024-04-08 02:48:49,2024-04-08 10:48:49
GQ838,Landed,N4805,RIX,SYD,2024-04-08 19:58:51,2024-04-09 03:58:51
QG277,En Route,N5664,SYD,LIT,2024-04-09 23:17:54,2024-04-10 00:17:54
EE117,En Route,N6852,SYD,SJU,2024-04-08 15:43:26,2024-04-09 03:43:26
CS556,En Route,N7356,SYD,MUC,2024-04-05 03:08:37,2024-04-05 15:08:37
YL216,En Route,N4754,SYD,DTW,2024-04-05 16:01:49,2024-04-06 01:01:49
AI784,Landed,N5221,CAN,SYD,2024-04-10 08:15:34,2024-04-10 12:15:34
KG716,En Route,N0102,SYD,XMN,2024-04-05 12:29:45,2024-04-05 17:29:45
AQ559,Landed,N3077,ROV,SYD,2024-04-11 14:37:15,2024-04-12 02:37:15
BF460,En Route,N1526,SYD,YEG,2024-04-10 13:04:56,2024-04-10 19:04:56
BP431,En Route,N0387,SYD,DLM,2024-04-10 10:24:27,2024-04-10 17:24:27
BL352,En Route,N6725,SYD,GIG,2024-04-08 15:37:11,2024-04-08 21:37:11
SG709,Landed,N6814,SHJ,SYD,2024-04-05 04:38:53,2024-04-05 12:38:53
QP876,Boarding,N9689,AGS,SYD,2024-04-09 23:08:26,2024-04-10 08:08:26
PT553,Delayed,N8033,SYD,ORF,2024-04-08 19:08:23,2024-04-09 04:08:23
XI438,En Route,N6333,SYD,FAI,2024-04-04 21:23:43,2024-04-05 08:23:43
GT959,En Route,N3365,SYD,EDW,2024-04-05 22:35:47,2024-04-06 04:35:47
MQ258,Delayed,N0662,SGN,SYD,2024-04-09 23:11:48,2024-04-10 11:11:48
TC327,En Route,N4597,SYD,LGA,2024-04-04 19:00:57,2024-04-04 20:00:57
CB508,Boarding,N3341,SGF,SYD,2024-04-05 13:30:18,2024-04-06 01:30:18
DZ510,Delayed,N1072,SYD,MNL,2024-04-09 14:16:54,2024-04-09 19:16:54
BY064,Landed,N5843,BLV,SYD,2024-04-09 08:17:32,2024-04-09 12:17:32
NC553,En Route,N3623,SYD,JAN,2024-04-10 14:28:27,2024-04-10 16:28:27
XB522,En Route,N4680,SYD,TIK,2024-04-06 23:24:36,2024-04-07 10:24:36
RT497,Delayed,N1585,AGS,SYD,2024-04-08 04:54:31,2024-04-08 13:54:31
KW010,En Route,N8137,SYD,BUD,2024-04-06 11:40:29,2024-04-06 19:40:29
RS041,Boarding,N6622,BRI,SYD,2024-04-06 11:28:26,2024-04-06 13:28:26
TP258,Landed,N2099,BOH,SYD,2024-04-05 07:30:33,2024-04-05 18:30:33
BF774,En Route,N1816,SYD,CUN,2024-04-06 13:11:08,2024-04-06 17:11:08
SZ837,En Route,N9459,SYD,GRU,2024-04-09 17:40:55,2024-04-09 22:40:55
GM532,En Route,N7903,SYD,TER,2024-04-09 22:52:44,2024-04-10 09:52:44
TB726,Boarding,N8015,MNL,SYD,2024-04-09 06:18:17,2024-04-09 12:18:17
OT669,En Route,N6638,SYD,TNA,2024-04-05 17:01:53,2024-04-05 18:01:53
HK578,En Route,N9513,SYD,PUS,2024-04-06 03:15:29,2024-04-06 12:15:29
HH791,Landed,N9431,KTM,SYD,2024-04-09 20:30:37,2024-04-10 05:30:37
HJ318,En Route,N5191,SYD,QUO,2024-04-09 22:14:22,2024-04-10 10:14:22
YH995,En Route,N0688,SYD,SGF,2024-04-07 02:11:39,2024-04-07 12:11:39
XN037,En Route,N5457,SYD,DEN,2024-04-06 07:10:58,2024-04-06 10:10:58
WF074,En Route,N2365,SYD,FCO,2024-04-10 01:21:57,2024-04-10 12:21:57
RT606,En Route,N1477,SYD,RMS,2024-04-08 06:55:40,2024-04-08 08:55:40
RR194,Boarding,N9215,PHL,SYD,2024-04-10 11:12:00,2024-04-10 18:12:00
GT669,En Route,N0088,SYD,SBN,2024-04-11 03:09:59,2024-04-11 07:09:59
XI266,En Route,N3249,SYD,LTK,2024-04-11 06:01:54,2024-04-11 16:01:54
IP271,En Route,N8388,SYD,CAI,2024-04-11 07:49:56,2024-04-11 19:49:56
SI580,En Route,N3239,SYD,CKG,2024-04-06 12:42:52,2024-04-06 20:42:52
EP362,En Route,N1741,SYD,NWI,2024-04-10 16:40:43,2024-04-10 23:40:43
QJ754,Delayed,N8283,SYD,GVA,2024-04-10 10:23:13,2024-04-10 11:23:13
TT120,Landed,N8030,OTP,SYD,2024-04-05 22:38:03,2024-04-06 03:38:03
FP444,En Route,N2675,SYD,SBN,2024-04-07 13:35:06,2024-04-07 17:35:06
AR097,En Route,N8950,SYD,SEA,2024-04-06 22:16:13,2024-04-06 23:16:13
QQ512,Boarding,N6549,BGW,SYD,2024-04-09 19:06:13,2024-04-10 06:06:13
ND559,En Route,N9009,SYD,NDJ,2024-04-07 01:39:00,2024-04-07 09:39:00
NM811,En Route,N9831,SYD,TYS,2024-04-09 08:01:32,2024-04-09 18:01:32
EY196,Landed,N5443,RGN,SYD,2024-04-06 17:11:00,2024-04-06 23:11:00
CC170,En Route,N7709,SYD,CRW,2024-04-07 07:17:08,2024-04-07 12:17:08
RB434,Boarding,N2998,CRW,SYD,2024-04-08 10:45:33,2024-04-08 17:45:33
DV516,En Route,N9403,SYD,DVO,2024-04-08 19:14:12,2024-04-09 02:14:12
LT221,En Route,N6105,SYD,SHO,2024-04-07 05:11:27,2024-04-07 15:11:27
FX606,En Route,N6403,SYD,OAK,2024-04-10 19:47:03,2024-04-10 20:47:03
IZ321,En Route,N8940,SYD,MDW,2024-04-08 20:08:41,2024-04-09 08:08:41
RF114,Landed,N0273,BLV,SYD,2024-04-05 23:59:28,2024-04-06 04:59:28
VR631,En Route,N1558,SYD,NAT,2024-04-09 20:57:10,2024-04-10 05:57:10
VR579,En Route,N2456,SYD,MAD,2024-04-05 00:58:07,2024-04-05 06:58:07
JP786,Boarding,N0581,DUB,SYD,2024-04-05 19:29:21,2024-04-06 06:29:21
MX781,En Route,N5331,SYD,GOA,2024-04-06 05:32:50,2024-04-06 12:32:50
DM539,Boarding,N4785,YYJ,SYD,2024-04-08 00:56:23,2024-04-08 08:56:23
VT059,Cancelled,N9214,MTY,SYD,2024-04-05 15:24:36,2024-04-06 00:24:36
LT360,Landed,N5923,HET,SYD,2024-04-07 06:07:11,2024-04-07 12:07:11
FN861,En Route,N9973,SYD,SHJ,2024-04-10 09:08:28,2024-04-10 11:08:28
XC158,Delayed,N4404,SYD,FNA,2024-04-08 03:09:07,2024-04-08 07:09:07
ZV921,En Route,N8573,SYD,KRT,2024-04-07 00:05:15,2024-04-07 10:05:15
SL089,Landed,N2636,ODS,SYD,2024-04-08 16:47:54,2024-04-09 04:47:54
UM012,Landed,N3309,VCE,SYD,2024-04-08 18:14:55,2024-04-09 01:14:55
LS319,Boarding,N9050,ERZ,SYD,2024-04-09 02:40:46,2024-04-09 06:40:46
RB558,Boarding,N4901,CDG,SYD,2024-04-08 06:32:27,2024-04-08 16:32:27
VF983,Delayed,N8641,MEX,SYD,2024-04-09 08:09:10,2024-04-09 14:09:10
TZ792,Landed,N6709,DFW,SYD,2024-04-09 10:19:35,2024-04-09 14:19:35
RC894,Delayed,N4267,MCT,SYD,2024-04-10 13:18:44,2024-04-10 16:18:44
NC511,Delayed,N3995,SYD,BTS,2024-04-08 19:13:52,2024-04-09 06:13:52
DL297,Landed,N9176,GYD,SYD,2024-04-09 08:43:42,2024-04-09 09:43:42
ZZ608,Landed,N8568,GUS,SYD,2024-04-08 22:10:33,2024-04-09 01:10:33
SW468,En Route,N2921,SYD,MVD,2024-04-04 20:49:34,2024-04-04 21:49:34
SN350,En Route,N9882,SYD,MHD,2024-04-08 00:15:34,2024-04-08 04:15:34
TL632,En Route,N9921,SYD,UFA,2024-04-10 14:19:26,2024-04-10 19:19:26
AV647,En Route,N6842,SYD,SHA,2024-04-08 21:55:09,2024-04-09 03:55:09
OK002,En Route,N0317,SYD,SAV,2024-04-06 14:29:10,2024-04-07 02:29:10
AQ482,Landed,N5491,BGO,SYD,2024-04-11 09:24:13,2024-04-11 14:24:13
GF570,Landed,N3175,VDA,SYD,2024-04-06 02:37:00,2024-04-06 06:37:00
OL958,En Route,N0902,SYD,BFI,2024-04-09 02:19:29,2024-04-09 04:19:29
MD351,Landed,N2653,PVG,SYD,2024-04-06 09:19:30,2024-04-06 20:19:30
JJ453,Landed,N6808,ADB,SYD,2024-04-05 21:02:26,2024-04-06 03:02:26
WD826,En Route,N5441,SYD,KWI,2024-04-05 17:16:27,2024-04-05 22:16:27
RL951,Cancelled,N2444,NKG,SYD,2024-04-10 11:49:45,2024-04-10 14:49:45
XH872,En Route,N4615,SYD,DAM,2024-04-05 06:14:07,2024-04-05 18:14:07
ME693,En Route,N7040,SYD,OAK,2024-04-08 06:51:46,2024-04-08 11:51:46
AE095,En Route,N7408,SYD,MIA,2024-04-08 15:26:34,2024-04-08 19:26:34
SD954,Boarding,N9237,SYR,SYD,2024-04-06 15:59:36,2024-04-06 23:59:36
SP143,En Route,N6620,SYD,BTS,2024-04-06 15:06:55,2024-04-06 20:06:55
CS251,En Route,N4604,SYD,BGY,2024-04-09 17:32:12,2024-04-10 05:32:12
PD477,En Route,N8577,SYD,YWG,2024-04-04 19:26:42,2024-04-04 23:26:42
KB488,Delayed,N3543,BZE,SYD,2024-04-08 01:34:36,2024-04-08 06:34:36
YU817,En Route,N1461,SYD,YUL,2024-04-05 14:48:38,2024-04-05 15:48:38
LE519,Landed,N7665,GSB,SYD,2024-04-07 19:09:29,2024-04-08 01:09:29
VQ947,En Route,N0687,SYD,MAO,2024-04-08 20:32:58,2024-04-08 23:32:58
OI936,En Route,N3349,SYD,KUF,2024-04-11 10:40:52,2024-04-11 22:40:52
ZS343,En Route,N0988,SYD,CJU,2024-04-04 17:18:17,2024-04-04 23:18:17
YY990,En Route,N4355,SYD,LHR,2024-04-07 15:25:15,2024-04-08 02:25:15
FH942,En Route,N6242,SYD,BLR,2024-04-05 16:02:45,2024-04-06 04:02:45
QA414,En Route,N3420,SYD,SKT,2024-04-11 15:22:26,2024-04-11 19:22:26
YW136,Landed,N9070,ZNZ,SYD,2024-04-10 09:03:00,2024-04-10 21:03:00
BA198,En Route,N2333,SYD,DAM,2024-04-05 01:05:02,2024-04-05 03:05:02
QY582,En Route,N7203,SYD,SVX,2024-04-04 20:30:54,2024-04-05 08:30:54
YR842,En Route,N3154,SYD,GEG,2024-04-08 17:59:45,2024-04-09 01:59:45
HI038,En Route,N7546,SYD,OKA,2024-04-09 19:17:20,2024-04-09 22:17:20
DD488,Landed,N4711,SJJ,SYD,2024-04-10 22:36:26,2024-04-11 05:36:26
KE080,En Route,N3593,SYD,TSE,2024-04-11 04:10:13,2024-04-11 07:10:13
FL812,En Route,N5784,SYD,BOO,2024-04-07 20:13:20,2024-04-07 23:13:20
CT564,En Route,N4098,SYD,CGY,2024-04-10 03:07:10,2024-04-10 13:07:10
NM803,Boarding,N0925,LIN,SYD,2024-04-09 21:19:57,2024-04-10 02:19:57
HZ493,En Route,N2791,SYD,LTN,2024-04-09 06:39:48,2024-04-09 14:39:48
DQ199,Landed,N8068,FSM,SYD,2024-04-05 16:13:18,2024-04-06 03:13:18
CP433,Boarding,N3416,ISB,SYD,2024-04-08 19:32:43,2024-04-09 01:32:43
OI928,Boarding,N4883,MIA,SYD,2024-04-09 15:42:25,2024-04-09 16:42:25
UI505,En Route,N4698,SYD,DFW,2024-04-08 07:11:56,2024-04-08 19:11:56
XL440,En Route,N8652,SYD,MAO,2024-04-07 21:57:32,2024-04-07 23:57:32
RR321,Landed,N1066,MFM,SYD,2024-04-09 07:30:49,2024-04-09 10:30:49
DR741,En Route,N8760,SYD,STN,2024-04-05 11:49:50,2024-04-05 14:49:50
LL750,Delayed,N9472,DRS,SYD,2024-04-11 12:54:15,2024-04-11 15:54:15
YV789,En Route,N9467,SYD,DFW,2024-04-08 02:21:07,2024-04-08 12:21:07
VZ862,En Route,N5949,SYD,POM,2024-04-11 10:07:26,2024-04-11 19:07:26
DL816,En Route,N3089,SYD,DHA,2024-04-08 13:09:18,2024-04-08 19:09:18
JW986,En Route,N2220,SYD,ALP,2024-04-10 01:21:34,2024-04-10 04:21:34
KS181,En Route,N6643,SYD,SLC,2024-04-05 06:59:53,2024-04-05 12:59:53
JW447,Landed,N3895,SDF,SYD,2024-04-10 09:42:48,2024-04-10 16:42:48
RR006,En Route,N4321,SYD,LIN,2024-04-07 00:23:04,2024-04-07 08:23:04
GT212,Cancelled,N1696,BCN,SYD,2024-04-05 23:02:48,2024-04-06 04:02:48
IG439,Boarding,N7669,LIM,SYD,2024-04-07 16:40:18,2024-04-07 21:40:18
JY702,Cancelled,N6226,SYD,HMN,2024-04-06 07:57:59,2024-04-06 13:57:59
GI010,En Route,N4652,SYD,AMM,2024-04-05 23:43:18,2024-04-06 10:43:18
IS243,Boarding,N1000,LJU,SYD,2024-04-11 07:58:15,2024-04-11 17:58:15
LK160,En Route,N6646,SYD,MBS,2024-04-09 18:54:43,2024-04-09 21:54:43
IG699,Boarding,N2442,DOV,SYD,2024-04-08 10:42:55,2024-04-08 18:42:55
IB270,Boarding,N3711,CRW,SYD,2024-04-08 13:15:43,2024-04-09 00:15:43
MZ395,Landed,N9603,SZL,SYD,2024-04-06 12:38:31,2024-04-06 13:38:31
BX222,En Route,N9644,SYD,YYJ,2024-04-05 09:21:39,2024-04-05 18:21:39
NZ820,Landed,N5090,BHM,SYD,2024-04-09 05:24:00,2024-04-09 13:24:00
MI174,En Route,N1157,SYD,LCA,2024-04-05 23:17:39,2024-04-06 08:17:39
HF624,En Route,N5533,SYD,SVG,2024-04-08 16:28:02,2024-04-09 02:28:02
EE775,En Route,N5233,SYD,FTW,2024-04-05 05:05:44,2024-04-05 10:05:44
DS147,Delayed,N1460,SYD,MIA,2024-04-07 13:44:17,2024-04-07 15:44:17
DC221,Boarding,N2485,PMO,SYD,2024-04-06 10:54:03,2024-04-06 17:54:03
DX766,Boarding,N1036,KJA,SYD,2024-04-09 21:14:04,2024-04-10 07:14:04
RC878,Boarding,N1181,IST,SYD,2024-04-07 02:32:42,2024-04-07 03:32:42
VH547,Boarding,N6062,MEM,SYD,2024-04-08 09:47:00,2024-04-08 14:47:00
KY407,En Route,N4606,SYD,LBB,2024-04-11 01:06:01,2024-04-11 02:06:01
WO949,Boarding,N2451,CIA,SYD,2024-04-08 15:15:50,2024-04-09 03:15:50
YW139,En Route,N1099,SYD,CWB,2024-04-08 00:58:33,2024-04-08 04:58:33
HJ938,En Route,N7186,SYD,PTY,2024-04-09 07:44:04,2024-04-09 16:44:04
VT485,Landed,N1142,OKO,SYD,2024-04-09 21:49:28,2024-04-10 09:49:28
LA779,Boarding,N1995,BCN,SYD,2024-04-05 03:07:25,2024-04-05 07:07:25
UQ680,Boarding,N4617,DNA,SYD,2024-04-05 23:44:20,2024-04-06 08:44:20
CO932,Delayed,N8603,SYD,RFD,2024-04-06 17:39:19,2024-04-07 00:39:19
WK519,En Route,N6674,SYD,GUS,2024-04-10 09:31:14,2024-04-10 12:31:14
ZL753,Delayed,N2055,SYD,LYS,2024-04-10 23:06:54,2024-04-11 06:06:54
IP782,Delayed,N2230,SYD,SOU,2024-04-10 19:24:04,2024-04-10 21:24:04
KD020,Landed,N2559,HIB,SYD,2024-04-08 20:05:04,2024-04-08 22:05:04
RI624,En Route,N3928,SYD,TIP,2024-04-05 01:58:21,2024-04-05 10:58:21
BL959,En Route,N7882,SYD,CDG,2024-04-07 01:48:43,2024-04-07 05:48:43
JL431,En Route,N1774,SYD,AUH,2024-04-11 07:33:27,2024-04-11 18:33:27
HN560,Delayed,N7888,MLA,SYD,2024-04-07 07:47:10,2024-04-07 14:47:10
MV122,Boarding,N7685,YYT,SYD,2024-04-06 10:11:28,2024-04-06 22:11:28
DH327,Delayed,N0253,VVI,SYD,2024-04-09 17:12:07,2024-04-10 02:12:07
MZ044,Landed,N9008,DHA,SYD,2024-04-10 21:00:18,2024-04-11 09:00:18
GN418,En Route,N5084,SYD,SSA,2024-04-05 17:22:47,2024-04-05 22:22:47
AP824,Boarding,N0107,TGD,SYD,2024-04-06 11:14:02,2024-04-06 18:14:02
WB094,Delayed,N6867,SYD,TRD,2024-04-08 19:02:59,2024-04-09 07:02:59
SD886,Landed,N5256,ABV,SYD,2024-04-05 17:53:56,2024-04-05 19:53:56
JR262,Landed,N5922,KUL,SYD,2024-04-06 20:13:50,2024-04-07 00:13:50
CD137,En Route,N5422,SYD,LEJ,2024-04-07 11:23:52,2024-04-07 20:23:52
VJ559,Landed,N6341,ABV,SYD,2024-04-07 16:12:49,2024-04-07 17:12:49
DF051,Landed,N8393,BLL,SYD,2024-04-11 08:16:41,2024-04-11 09:16:41
IR314,Landed,N9613,RNO,SYD,2024-04-05 04:02:20,2024-04-05 07:02:20
UD114,Boarding,N7368,PHL,SYD,2024-04-07 16:54:56,2024-04-08 00:54:56
SW306,Boarding,N9815,STN,SYD,2024-04-08 15:59:47,2024-04-08 18:59:47
NG244,En Route,N1483,SYD,SIP,2024-04-07 02:50:38,2024-04-07 14:50:38
KK603,Landed,N4691,DMK,SYD,2024-04-08 15:04:01,2024-04-08 18:04:01
SL399,En Route,N4052,SYD,RIX,2024-04-06 17:40:43,2024-04-06 21:40:43
WX847,En Route,N1264,SYD,SAT,2024-04-06 08:45:29,2024-04-06 16:45:29
ER216,Landed,N9799,BAD,SYD,2024-04-06 19:59:39,2024-04-07 06:59:39
CA764,Boarding,N3650,SVG,SYD,2024-04-07 08:46:48,2024-04-07 15:46:48
CC233,En Route,N3668,SYD,BLV,2024-04-06 21:50:09,2024-04-07 02:50:09
NE862,Delayed,N4210,PHF,SYD,2024-04-09 06:50:23,2024-04-09 17:50:23
BP679,En Route,N7428,SYD,ALA,2024-04-05 01:36:11,2024-04-05 09:36:11
VM038,Delayed,N2219,SYD,OKO,2024-04-05 23:35:44,2024-04-06 10:35:44
ZM905,En Route,N9709,SYD,MUO,2024-04-10 03:49:56,2024-04-10 10:49:56
YZ617,En Route,N7873,SYD,DYS,2024-04-07 03:12:01,2024-04-07 10:12:01
YO618,En Route,N6352,SYD,WAW,2024-04-06 07:06:26,2024-04-06 14:06:26
LZ828,En Route,N1998,SYD,SZX,2024-04-09 23:45:15,2024-04-10 03:45:15
WN850,Landed,N1397,JUB,SYD,2024-04-10 10:02:52,2024-04-10 22:02:52
LQ189,Delayed,N1434,SYD,ALG,2024-04-07 03:19:51,2024-04-07 04:19:51
DI682,Delayed,N2638,BLL,SYD,2024-04-10 22:11:07,2024-04-11 02:11:07
YJ422,Boarding,N5673,ROA,SYD,2024-04-11 02:58:18,2024-04-11 14:58:18
BM986,Boarding,N4577,ATQ,SYD,2024-04-10 08:10:25,2024-04-10 15:10:25
YZ359,En Route,N4382,SYD,HMN,2024-04-07 03:14:23,2024-04-07 12:14:23
GK664,Landed,N9986,FMO,SYD,2024-04-09 20:47:29,2024-04-09 22:47:29
YZ253,En Route,N9670,SYD,NCE,2024-04-10 09:39:22,2024-04-10 18:39:22
HF713,Boarding,N6036,ISB,SYD,2024-04-07 22:14:28,2024-04-08 02:14:28
SQ803,Boarding,N4110,MLI,SYD,2024-04-07 20:52:26,2024-04-08 08:52:26
