Aircraft_ID,Airline_Name,Model_ID,Manufactured_Date
AC02717,Cathay Pacific,Boeing 737-800,2005-09-25
AC02718,Cathay Pacific,Boeing 787-9 Dreamliner,2006-05-31
AC02719,Cathay Pacific,Boeing 787-9 Dreamliner,2012-05-07
AC02720,Cathay Pacific,Boeing 777-300ER,2013-01-19
AC02721,Cathay Pacific,Airbus A350-900,1998-07-28
AC02722,Cathay Pacific,Boeing 747-400,2015-12-04
AC02723,Cathay Pacific,Airbus A330-300,2004-08-15
AC02724,Cathay Pacific,Boeing 777-300ER,2013-08-02
AC02725,Cathay Pacific,Airbus A220-300,2021-02-04
AC02726,Cathay Pacific,Airbus A220-300,2001-12-12
AC02727,Cathay Pacific,Airbus A320-200,1998-02-19
AC02728,Cathay Pacific,Boeing 777-300ER,2017-12-22
AC02729,Cathay Pacific,Boeing 787-9 Dreamliner,2005-09-04
AC02730,Cathay Pacific,Boeing 787-9 Dreamliner,2012-04-04
AC02731,Cathay Pacific,Boeing 737-800,2001-08-06
AC02732,Cathay Pacific,Airbus A380-800,2013-10-24
AC02733,Cathay Pacific,Boeing 737-800,2013-03-30
AC02734,Cathay Pacific,Boeing 737-800,2018-03-02
AC02735,Cathay Pacific,Airbus A380-800,2008-05-27
AC02736,Cathay Pacific,Airbus A380-800,2014-06-29
AC02737,Cathay Pacific,Airbus A220-300,2011-09-12
AC02738,Cathay Pacific,Boeing 747-400,1997-09-03
AC02739,Cathay Pacific,Boeing 747-400,2014-05-13
AC02740,Cathay Pacific,Boeing 737 MAX 8,2008-09-17
AC02741,Cathay Pacific,Boeing 737 MAX 8,1999-07-20
AC02742,Cathay Pacific,Boeing 737-800,2019-06-08
AC02743,Cathay Pacific,Boeing 737 MAX 8,2005-10-09
AC02744,Cathay Pacific,Airbus A330-300,1998-10-09
AC02745,Cathay Pacific,Boeing 737 MAX 8,1998-01-07
AC02746,Cathay Pacific,Boeing 737 MAX 8,2003-02-26
AC02747,Cathay Pacific,Boeing 747-400,1996-03-02
AC02748,Cathay Pacific,Boeing 787-9 Dreamliner,2010-08-14
AC02749,China Southern Airlines,Boeing 787-9 Dreamliner,1996-07-30
AC02750,China Southern Airlines,Airbus A380-800,2020-07-01
AC02751,China Southern Airlines,Boeing 737-800,2017-04-09
AC02752,China Southern Airlines,Boeing 777-300ER,2021-04-12
AC02753,China Southern Airlines,Boeing 787-9 Dreamliner,2017-09-27
AC02754,China Southern Airlines,Boeing 737 MAX 8,2008-05-23
AC02755,China Southern Airlines,Airbus A350-900,2008-02-02
AC02756,China Southern Airlines,Boeing 737-800,2013-06-07
AC02757,China Southern Airlines,Boeing 777-300ER,2017-04-01
AC02758,China Southern Airlines,Boeing 787-9 Dreamliner,2002-01-10
AC02759,China Southern Airlines,Boeing 747-400,2003-04-30
AC02760,China Southern Airlines,Boeing 747-400,2009-02-12
AC02761,China Southern Airlines,Airbus A320-200,2004-12-11
AC02762,China Southern Airlines,Boeing 737-800,2003-02-20
AC02763,China Southern Airlines,Boeing 747-400,2002-03-06
AC02764,China Southern Airlines,Boeing 737 MAX 8,2015-02-08
AC02765,China Southern Airlines,Airbus A380-800,2012-11-28
AC02766,China Southern Airlines,Boeing 747-400,2015-03-01
AC02767,China Southern Airlines,Airbus A380-800,2017-01-15
AC02768,China Southern Airlines,Boeing 787-9 Dreamliner,2002-04-09
AC02769,China Southern Airlines,Boeing 777-300ER,2007-03-21
AC02770,China Southern Airlines,Airbus A220-300,2017-08-15
AC02771,China Southern Airlines,Boeing 737-800,2002-05-21
AC02772,China Southern Airlines,Boeing 737 MAX 8,2000-02-17
AC02773,China Southern Airlines,Airbus A320-200,1998-03-03
AC02774,China Southern Airlines,Airbus A330-300,2016-06-10
AC02775,China Southern Airlines,Airbus A330-300,2018-06-04
AC02776,China Southern Airlines,Airbus A380-800,2011-03-22
AC02777,China Southern Airlines,Boeing 787-9 Dreamliner,2016-08-14
AC02778,China Southern Airlines,Airbus A320-200,2006-12-28
AC02779,China Southern Airlines,Boeing 787-9 Dreamliner,2002-10-23
AC02780,China Southern Airlines,Boeing 787-9 Dreamliner,2015-01-20
AC02781,China Southern Airlines,Airbus A330-300,1999-02-13
AC02782,China Southern Airlines,Boeing 777-300ER,2007-02-23
AC02783,China Southern Airlines,Airbus A380-800,2018-03-22
AC02784,China Southern Airlines,Boeing 737-800,2010-12-08
AC02785,China Southern Airlines,Airbus A350-900,2002-08-09
AC02786,China Southern Airlines,Boeing 737-800,2007-06-29
AC02787,China Southern Airlines,Boeing 737-800,2006-12-03
AC02788,China Southern Airlines,Airbus A350-900,2022-02-08
AC02789,China Southern Airlines,Airbus A380-800,2001-07-29
AC02790,China Southern Airlines,Airbus A220-300,2021-06-15
AC02791,China Southern Airlines,Boeing 737-800,1999-02-28
AC02792,China Southern Airlines,Boeing 737 MAX 8,1996-09-26
AC02793,China Southern Airlines,Boeing 737-800,1995-01-31
AC02794,China Southern Airlines,Airbus A380-800,2004-01-09
AC02795,China Southern Airlines,Airbus A380-800,2016-01-11
AC02796,China Southern Airlines,Boeing 787-9 Dreamliner,2004-08-14
AC02797,China Southern Airlines,Airbus A330-300,2004-06-07
AC02798,China Southern Airlines,Boeing 777-300ER,2014-03-17
AC02799,China Southern Airlines,Boeing 777-300ER,2000-04-21
AC02800,China Southern Airlines,Boeing 787-9 Dreamliner,1997-03-24
AC02801,China Southern Airlines,Airbus A330-300,1999-11-16
AC02802,China Southern Airlines,Airbus A220-300,2017-04-30
AC02803,China Southern Airlines,Airbus A350-900,2008-11-08
AC02804,China Southern Airlines,Airbus A350-900,1998-01-15
AC02805,China Southern Airlines,Airbus A220-300,2020-11-01
AC02806,China Southern Airlines,Airbus A220-300,2002-11-17
AC02807,China Southern Airlines,Airbus A320-200,2008-07-01
AC02808,China Southern Airlines,Airbus A220-300,1996-05-17
AC02809,ANA,Boeing 737 MAX 8,1996-09-13
AC02810,ANA,Boeing 787-9 Dreamliner,2016-03-23
AC02811,ANA,Airbus A330-300,1998-01-08
AC02812,ANA,Airbus A320-200,1999-02-17
AC02813,ANA,Boeing 787-9 Dreamliner,2007-07-13
AC02814,ANA,Airbus A320-200,2020-03-27
AC02815,ANA,Airbus A320-200,2021-02-04
AC02816,ANA,Boeing 787-9 Dreamliner,2004-10-10
AC02817,ANA,Airbus A220-300,2014-03-19
AC02818,ANA,Airbus A350-900,1995-02-11
AC02819,ANA,Airbus A330-300,2018-01-16
AC02820,ANA,Boeing 777-300ER,2012-03-19
AC02821,ANA,Airbus A220-300,1997-12-18
AC02822,ANA,Boeing 787-9 Dreamliner,2018-02-26
AC02823,ANA,Boeing 777-300ER,1998-10-30
AC02824,ANA,Airbus A220-300,2002-03-23
AC02825,ANA,Airbus A320-200,2009-06-07
AC02826,ANA,Airbus A220-300,2017-12-09
AC02827,ANA,Boeing 737-800,2018-11-02
AC02828,ANA,Boeing 787-9 Dreamliner,2017-11-19
AC02829,ANA,Airbus A350-900,2016-10-22
AC02830,ANA,Boeing 777-300ER,1996-03-25
AC02831,ANA,Boeing 787-9 Dreamliner,2022-02-26
AC02832,ANA,Boeing 737-800,2003-06-12
AC02833,ANA,Airbus A330-300,2005-04-26
AC02834,ANA,Boeing 737 MAX 8,2018-01-06
AC02835,ANA,Airbus A320-200,2006-05-27
AC02836,ANA,Boeing 787-9 Dreamliner,2010-01-13
AC02837,ANA,Boeing 737 MAX 8,2019-02-03
AC02838,ANA,Airbus A320-200,2012-03-14
AC02839,ANA,Boeing 737 MAX 8,2008-09-21
AC02840,ANA,Boeing 787-9 Dreamliner,2016-12-27
AC02841,ANA,Boeing 777-300ER,2005-05-04
AC02842,ANA,Airbus A220-300,2020-09-08
AC02843,ANA,Boeing 787-9 Dreamliner,2003-09-13
AC02844,ANA,Boeing 737 MAX 8,1998-09-19
AC02845,ANA,Boeing 747-400,2012-09-05
AC02846,ANA,Boeing 737 MAX 8,2006-09-08
AC02847,ANA,Airbus A320-200,2018-08-04
AC02848,ANA,Boeing 787-9 Dreamliner,2003-02-07
AC02849,ANA,Boeing 747-400,2014-12-19
AC02850,ANA,Boeing 787-9 Dreamliner,2005-04-14
AC02851,ANA,Boeing 737 MAX 8,2013-08-07
AC02852,ANA,Boeing 737 MAX 8,1997-11-08
AC02853,ANA,Boeing 787-9 Dreamliner,2015-12-30
AC02854,ANA,Airbus A350-900,1999-03-09
AC02855,ANA,Airbus A350-900,1995-04-22
AC02856,ANA,Airbus A350-900,1995-04-05
AC02857,ANA,Airbus A350-900,2013-02-06
AC02858,ANA,Boeing 737-800,2005-08-21
AC02859,ANA,Boeing 737-800,1998-09-25
AC02860,ANA,Boeing 737-800,2005-11-26
AC02861,ANA,Boeing 777-300ER,2001-05-17
AC02862,ANA,Airbus A330-300,2014-06-18
AC02863,ANA,Boeing 787-9 Dreamliner,2021-04-05
AC02864,ANA,Airbus A320-200,2009-08-07
AC02865,ANA,Airbus A320-200,2005-04-30
AC02866,ANA,Boeing 747-400,2018-09-19
AC02867,ANA,Boeing 737 MAX 8,2017-07-31
AC02868,ANA,Airbus A320-200,2014-11-27
AC02869,ANA,Airbus A320-200,2004-05-27
AC02870,ANA,Airbus A320-200,2008-11-28
AC02871,ANA,Boeing 747-400,2010-05-02
AC02872,ANA,Airbus A330-300,2020-12-06
AC02873,ANA,Boeing 737-800,2019-09-12
AC02874,ANA,Boeing 737 MAX 8,1997-08-14
AC02875,ANA,Boeing 747-400,2006-09-21
AC02876,Japan Airlines,Boeing 737-800,2004-07-26
AC02877,Japan Airlines,Boeing 787-9 Dreamliner,2007-08-02
AC02878,Japan Airlines,Airbus A220-300,2017-02-10
AC02879,Japan Airlines,Boeing 737 MAX 8,2019-11-18
AC02880,Japan Airlines,Boeing 747-400,2015-12-22
AC02881,Japan Airlines,Boeing 737 MAX 8,2007-06-20
AC02882,Japan Airlines,Boeing 737-800,2000-03-24
AC02883,Japan Airlines,Airbus A320-200,2017-06-20
AC02884,Japan Airlines,Airbus A350-900,2002-04-22
AC02885,Japan Airlines,Airbus A330-300,2004-10-17
AC02886,Japan Airlines,Airbus A380-800,2003-11-21
AC02887,Japan Airlines,Boeing 737 MAX 8,2014-01-16
AC02888,Japan Airlines,Boeing 747-400,2014-05-15
AC02889,Japan Airlines,Airbus A350-900,1997-03-10
AC02890,Japan Airlines,Airbus A350-900,2004-02-16
AC02891,Japan Airlines,Airbus A380-800,2010-08-12
AC02892,Japan Airlines,Boeing 737 MAX 8,2014-11-10
AC02893,Japan Airlines,Airbus A330-300,1999-01-08
AC02894,Japan Airlines,Airbus A350-900,2010-10-15
AC02895,Japan Airlines,Airbus A220-300,2007-06-26
AC02896,Japan Airlines,Airbus A330-300,2009-09-30
AC02897,Japan Airlines,Airbus A350-900,2013-07-12
AC02898,Japan Airlines,Airbus A220-300,1995-04-17
AC02899,Japan Airlines,Boeing 747-400,1996-05-17
AC02900,Japan Airlines,Boeing 777-300ER,2010-02-19
AC02901,Japan Airlines,Boeing 747-400,2016-09-03
AC02902,Japan Airlines,Airbus A320-200,2001-11-27
AC02903,Japan Airlines,Airbus A220-300,1999-12-10
AC02904,Japan Airlines,Boeing 737 MAX 8,2008-03-27
AC02905,Japan Airlines,Boeing 737 MAX 8,2008-09-02
AC02906,Japan Airlines,Airbus A320-200,2005-09-23
AC02907,Japan Airlines,Boeing 777-300ER,2002-11-08
AC02908,Japan Airlines,Airbus A220-300,2004-01-28
AC02909,Japan Airlines,Boeing 737-800,1999-09-15
AC02910,Japan Airlines,Airbus A320-200,2011-10-24
AC02911,Japan Airlines,Boeing 737-800,2010-04-12
AC02912,Japan Airlines,Airbus A320-200,2018-02-07
AC02913,Japan Airlines,Boeing 737-800,2007-01-17
AC02914,Japan Airlines,Boeing 737 MAX 8,2009-12-26
AC02915,Japan Airlines,Airbus A350-900,2011-10-25
AC02916,Japan Airlines,Boeing 747-400,2011-05-29
AC02917,Japan Airlines,Airbus A380-800,2002-02-22
AC02918,Japan Airlines,Airbus A220-300,2020-10-15
AC02919,Japan Airlines,Airbus A380-800,2000-04-19
AC02920,Japan Airlines,Boeing 747-400,2001-05-12
AC02921,Japan Airlines,Airbus A220-300,2019-01-20
AC02922,Japan Airlines,Boeing 747-400,1995-01-15
AC02923,Japan Airlines,Airbus A330-300,1995-06-07
AC02924,Japan Airlines,Airbus A380-800,2022-03-21
AC02925,Japan Airlines,Airbus A380-800,2015-05-21
AC02926,Japan Airlines,Airbus A320-200,2017-06-03
AC02927,Japan Airlines,Boeing 747-400,2020-10-02
AC02928,Japan Airlines,Airbus A350-900,2012-03-08
AC02929,Japan Airlines,Boeing 787-9 Dreamliner,2014-12-21
AC02930,Japan Airlines,Airbus A350-900,2021-01-04
AC02931,Japan Airlines,Boeing 787-9 Dreamliner,2006-03-25
AC02932,Japan Airlines,Boeing 777-300ER,2006-12-05
AC02933,Japan Airlines,Boeing 737-800,2014-12-02
AC02934,Japan Airlines,Airbus A320-200,2020-02-24
AC02935,Japan Airlines,Boeing 737-800,2022-06-26
AC02936,Japan Airlines,Boeing 747-400,2016-09-24
AC02937,Japan Airlines,Boeing 747-400,2007-05-13
AC02938,Japan Airlines,Airbus A380-800,2019-09-05
AC02939,Japan Airlines,Boeing 747-400,2013-01-19
AC02940,Japan Airlines,Airbus A220-300,1998-08-27
AC02941,Japan Airlines,Airbus A220-300,2003-12-27
AC02942,Japan Airlines,Boeing 787-9 Dreamliner,2007-03-21
AC02943,Japan Airlines,Airbus A220-300,2015-02-06
AC02944,Japan Airlines,Boeing 777-300ER,2010-08-23
AC02945,Japan Airlines,Boeing 737 MAX 8,2010-06-05
AC02946,Japan Airlines,Airbus A330-300,2017-11-09
AC02947,Japan Airlines,Airbus A330-300,2014-12-23
AC02948,Japan Airlines,Airbus A330-300,2019-05-15
AC02949,Japan Airlines,Airbus A330-300,2017-09-12
AC02950,Japan Airlines,Airbus A330-300,2007-09-04
AC02951,Japan Airlines,Airbus A350-900,1999-03-25
AC02952,Japan Airlines,Airbus A220-300,2009-12-07
AC02953,Japan Airlines,Boeing 737-800,2016-01-27
AC02954,Japan Airlines,Airbus A380-800,2018-10-16
AC02955,Japan Airlines,Boeing 787-9 Dreamliner,2006-06-26
AC02956,Japan Airlines,Boeing 747-400,2020-11-10
AC02957,Japan Airlines,Boeing 737-800,2016-06-15
AC02958,Japan Airlines,Airbus A380-800,2003-10-03
AC02959,Japan Airlines,Airbus A320-200,2004-12-06
AC02960,Japan Airlines,Boeing 787-9 Dreamliner,2001-03-29
AC02961,Japan Airlines,Boeing 737-800,1996-09-15
AC02962,Japan Airlines,Boeing 777-300ER,2010-04-02
AC02963,Japan Airlines,Boeing 777-300ER,2014-08-09
AC02964,Japan Airlines,Boeing 747-400,2017-06-06
AC02965,Japan Airlines,Airbus A320-200,2004-03-19
AC02966,Japan Airlines,Boeing 737-800,1995-10-03
AC02967,Japan Airlines,Airbus A330-300,1998-08-25
AC02968,Japan Airlines,Boeing 777-300ER,2004-03-07
AC02969,Japan Airlines,Boeing 737-800,1995-06-11
AC02970,Japan Airlines,Airbus A320-200,2016-07-30
AC02971,Japan Airlines,Boeing 777-300ER,1997-12-15
AC02972,Japan Airlines,Airbus A350-900,2009-01-19
AC02973,Japan Airlines,Boeing 737 MAX 8,2001-11-11
AC02974,Japan Airlines,Airbus A380-800,2016-11-28
AC02975,Japan Airlines,Airbus A380-800,2010-05-16
AC02976,Japan Airlines,Boeing 747-400,2012-11-16
AC02977,Japan Airlines,Airbus A220-300,2009-12-23
AC02978,Japan Airlines,Airbus A350-900,2014-11-17
AC02979,Japan Airlines,Airbus A330-300,2011-08-16
AC02980,Japan Airlines,Boeing 747-400,2022-03-04
AC02981,Japan Airlines,Boeing 777-300ER,1995-02-15
AC02982,Japan Airlines,Airbus A380-800,1995-04-05
AC02983,Japan Airlines,Boeing 737 MAX 8,2011-12-16
AC02984,Japan Airlines,Boeing 787-9 Dreamliner,2002-12-16
AC02985,Japan Airlines,Airbus A330-300,2010-11-14
AC02986,Japan Airlines,Airbus A380-800,2010-10-11
AC02987,Japan Airlines,Airbus A220-300,1997-10-21
AC02988,Japan Airlines,Boeing 737-800,1996-08-06
AC02989,Japan Airlines,Airbus A350-900,2007-05-30
AC02990,Japan Airlines,Airbus A220-300,2004-05-12
AC02991,Japan Airlines,Boeing 737-800,2016-06-18
AC02992,Japan Airlines,Airbus A330-300,1999-05-03
AC02993,Japan Airlines,Airbus A380-800,2008-06-30
AC02994,Japan Airlines,Airbus A380-800,2016-12-04
AC02995,Japan Airlines,Boeing 737 MAX 8,2011-07-02
AC02996,Japan Airlines,Airbus A220-300,2006-10-10
AC02997,Japan Airlines,Boeing 777-300ER,2022-10-30
AC02998,Japan Airlines,Boeing 737 MAX 8,2011-05-29
AC02999,Japan Airlines,Airbus A220-300,2001-07-28
AC03000,Japan Airlines,Airbus A330-300,2008-08-29
AC03001,Japan Airlines,Boeing 737 MAX 8,2004-11-19
AC03002,Japan Airlines,Airbus A350-900,1997-03-02
AC03003,Japan Airlines,Airbus A220-300,2011-11-29
AC03004,Air Canada,Airbus A380-800,2012-02-23
AC03005,Air Canada,Airbus A380-800,1997-10-05
AC03006,Air Canada,Boeing 737-800,1995-05-16
AC03007,Air Canada,Boeing 777-300ER,2013-03-25
AC03008,Air Canada,Boeing 777-300ER,2014-08-26
AC03009,Air Canada,Boeing 787-9 Dreamliner,2016-11-29
AC03010,Air Canada,Boeing 747-400,2005-02-13
AC03011,Air Canada,Airbus A330-300,2021-02-04
AC03012,Air Canada,Airbus A350-900,1995-06-01
AC03013,Air Canada,Airbus A220-300,2015-01-26
AC03014,Air Canada,Boeing 787-9 Dreamliner,1997-09-16
AC03015,Air Canada,Airbus A330-300,2012-07-13
AC03016,Air Canada,Boeing 737-800,1998-07-04
AC03017,Air Canada,Airbus A330-300,2020-11-07
AC03018,Air Canada,Boeing 747-400,2010-12-27
AC03019,Air Canada,Boeing 777-300ER,1995-03-25
AC03020,Air Canada,Boeing 777-300ER,2010-05-17
AC03021,Air Canada,Airbus A220-300,2012-01-07
AC03022,Air Canada,Airbus A320-200,2001-03-15
AC03023,Air Canada,Boeing 787-9 Dreamliner,2013-06-07
AC03024,Air Canada,Boeing 737 MAX 8,2009-03-20
AC03025,Air Canada,Boeing 747-400,2016-04-28
AC03026,Air Canada,Boeing 737-800,2019-02-10
AC03027,Air Canada,Boeing 787-9 Dreamliner,2013-01-28
AC03028,Air Canada,Boeing 777-300ER,2007-03-25
AC03029,Air Canada,Airbus A320-200,2003-08-03
AC03030,Air Canada,Boeing 737-800,2021-04-26
AC03031,Air Canada,Boeing 737 MAX 8,2008-03-18
AC03032,Air Canada,Boeing 787-9 Dreamliner,2011-06-24
AC03033,Air Canada,Boeing 777-300ER,2007-10-12
AC03034,Air Canada,Airbus A380-800,2015-02-22
AC03035,Air Canada,Airbus A330-300,2005-01-24
AC03036,Air Canada,Airbus A320-200,2006-09-09
AC03037,Air Canada,Boeing 737-800,2014-07-23
AC03038,Air Canada,Airbus A350-900,2010-03-08
AC03039,Air Canada,Boeing 737-800,2014-08-17
AC03040,Air Canada,Boeing 777-300ER,1996-03-29
AC03041,Air Canada,Airbus A380-800,1997-07-02
AC03042,Air Canada,Boeing 737-800,2021-05-04
AC03043,Air Canada,Boeing 787-9 Dreamliner,1997-05-05
AC03044,Air Canada,Airbus A320-200,2022-04-24
AC03045,Air Canada,Airbus A220-300,1999-09-11
AC03046,Air Canada,Boeing 787-9 Dreamliner,2006-06-02
AC03047,Air Canada,Airbus A320-200,2010-09-14
AC03048,Air Canada,Boeing 787-9 Dreamliner,2010-10-21
AC03049,Air Canada,Boeing 737-800,2009-01-06
AC03050,Air Canada,Boeing 777-300ER,2008-01-06
AC03051,Air Canada,Boeing 747-400,2022-07-27
AC03052,Air Canada,Airbus A380-800,2012-10-20
AC03053,Air Canada,Airbus A380-800,1996-01-08
AC03054,Air Canada,Airbus A220-300,1997-02-18
AC03055,Air Canada,Boeing 747-400,2015-05-18
AC03056,Air Canada,Airbus A320-200,2010-01-28
AC03057,Air Canada,Boeing 787-9 Dreamliner,2005-10-09
AC03058,Air Canada,Boeing 737 MAX 8,1999-02-11
AC03059,Air Canada,Airbus A380-800,2002-06-16
AC03060,Air Canada,Airbus A380-800,2005-02-16
AC03061,Air Canada,Boeing 737 MAX 8,2012-08-05
AC03062,Air Canada,Airbus A220-300,2005-05-30
AC03063,Air Canada,Boeing 747-400,2014-05-31
AC03064,Air Canada,Boeing 737 MAX 8,1998-09-04
AC03065,Air Canada,Airbus A320-200,2000-05-18
AC03066,Air Canada,Airbus A320-200,2004-04-21
AC03067,Air Canada,Boeing 747-400,1999-01-29
AC03068,Air Canada,Boeing 747-400,2001-12-09
AC03069,Air Canada,Airbus A330-300,2001-09-05
AC03070,Air Canada,Airbus A330-300,2007-03-12
AC03071,Air Canada,Airbus A330-300,2004-09-05
AC03072,Air Canada,Boeing 787-9 Dreamliner,2019-08-05
AC03073,Air Canada,Boeing 747-400,2002-01-21
AC03074,Air Canada,Boeing 747-400,2007-12-21
AC03075,Air Canada,Airbus A350-900,2017-08-08
AC03076,Air Canada,Boeing 777-300ER,2013-10-08
AC03077,Air Canada,Boeing 737 MAX 8,1997-11-15
AC03078,Air Canada,Airbus A220-300,2021-04-20
AC03079,Air Canada,Boeing 777-300ER,2012-05-27
AC03080,Air Canada,Airbus A380-800,2002-07-02
AC03081,Air Canada,Boeing 737-800,2004-05-17
AC03082,Air Canada,Boeing 787-9 Dreamliner,2019-08-10
AC03083,Air Canada,Boeing 737 MAX 8,2005-06-18
AC03084,Air Canada,Airbus A330-300,2001-06-26
AC03085,Air Canada,Boeing 787-9 Dreamliner,2012-08-24
AC03086,Air Canada,Boeing 787-9 Dreamliner,2000-06-30
AC03087,Air Canada,Boeing 737 MAX 8,2011-08-12
AC03088,Air Canada,Airbus A350-900,2015-04-25
AC03089,Air Canada,Boeing 747-400,1998-04-01
AC03090,Air Canada,Boeing 737-800,2012-01-08
AC03091,Air Canada,Airbus A330-300,2012-12-31
AC03092,Air Canada,Boeing 787-9 Dreamliner,2008-04-29
AC03093,Air Canada,Airbus A220-300,2000-06-17
AC03094,Air Canada,Boeing 747-400,2021-02-27
AC03095,Air Canada,Airbus A320-200,2022-01-26
AC03096,Air Canada,Airbus A380-800,1995-06-30
AC03097,Air Canada,Boeing 747-400,2004-01-26
AC03098,Air Canada,Boeing 777-300ER,2019-06-26
AC03099,Air Canada,Boeing 777-300ER,2016-03-26
AC03100,Air Canada,Boeing 777-300ER,2016-02-26
AC03101,Air Canada,Airbus A350-900,2007-08-07
AC03102,Air Canada,Airbus A330-300,1999-07-12
AC03103,Air Canada,Boeing 777-300ER,2012-02-27
AC03104,Air Canada,Airbus A380-800,2000-02-17
AC03105,Air Canada,Airbus A330-300,2000-10-19
AC03106,Air Canada,Boeing 747-400,2015-10-10
AC03107,Air Canada,Boeing 747-400,2018-05-25
AC03108,Air Canada,Boeing 747-400,2003-12-22
AC03109,Air Canada,Airbus A220-300,2009-05-14
AC03110,Air Canada,Boeing 747-400,2012-02-09
AC03111,Air Canada,Boeing 737-800,1999-01-14
AC03112,Air Canada,Boeing 787-9 Dreamliner,2018-03-04
AC03113,Air Canada,Boeing 777-300ER,2010-01-02
AC03114,Air Canada,Boeing 737 MAX 8,1995-11-04
AC03115,Air Canada,Airbus A220-300,2007-07-22
AC03116,Air Canada,Airbus A220-300,2009-11-26
AC03117,Air Canada,Airbus A380-800,2021-01-04
AC03118,Air Canada,Airbus A380-800,2020-11-30
AC03119,Air Canada,Airbus A330-300,2014-06-12
AC03120,Air Canada,Boeing 787-9 Dreamliner,2005-02-20
AC03121,Air Canada,Boeing 737-800,2019-06-23
AC03122,Air Canada,Airbus A350-900,1996-12-12
AC03123,Air Canada,Airbus A320-200,2000-05-20
AC03124,Air Canada,Boeing 747-400,2002-08-23
AC03125,Air Canada,Boeing 737 MAX 8,2019-08-04
AC03126,Air Canada,Airbus A220-300,2015-06-24
AC03127,Air Canada,Airbus A320-200,2018-12-13
AC03128,Air Canada,Airbus A330-300,2004-08-27
AC03129,Air Canada,Airbus A220-300,2007-05-18
AC03130,Air Canada,Airbus A380-800,2011-04-19
AC03131,Air Canada,Airbus A220-300,2005-12-29
AC03132,Air Canada,Boeing 747-400,1995-12-14
AC03133,Air Canada,Airbus A330-300,2019-07-10
AC03134,Air Canada,Boeing 747-400,2005-05-18
AC03135,Air Canada,Boeing 747-400,2017-07-13
AC03136,Air Canada,Airbus A220-300,1999-10-29
AC03137,Air Canada,Boeing 747-400,2020-04-02
AC03138,Air Canada,Boeing 737 MAX 8,2005-06-12
AC03139,Air Canada,Airbus A220-300,1996-09-13
AC03140,Air Canada,Boeing 787-9 Dreamliner,2019-07-19
AC03141,Air Canada,Airbus A220-300,2021-12-05
AC03142,Air Canada,Boeing 737-800,2011-09-20
AC03143,Air Canada,Airbus A330-300,2019-04-24
AC03144,Air Canada,Airbus A330-300,2009-07-12
AC03145,Air Canada,Airbus A350-900,1999-12-11
AC03146,Air Canada,Airbus A350-900,1997-11-03
AC03147,LATAM Airlines,Boeing 787-9 Dreamliner,1996-11-02
AC03148,LATAM Airlines,Airbus A380-800,2014-06-11
AC03149,LATAM Airlines,Boeing 737-800,2020-10-29
AC03150,LATAM Airlines,Airbus A220-300,2010-08-14
AC03151,LATAM Airlines,Boeing 787-9 Dreamliner,2015-05-12
AC03152,LATAM Airlines,Boeing 747-400,2019-08-13
AC03153,LATAM Airlines,Airbus A220-300,2017-01-12
AC03154,LATAM Airlines,Boeing 747-400,2009-12-09
AC03155,LATAM Airlines,Boeing 787-9 Dreamliner,2009-08-12
AC03156,LATAM Airlines,Airbus A320-200,2022-12-14
AC03157,LATAM Airlines,Airbus A380-800,2021-01-25
AC03158,LATAM Airlines,Airbus A330-300,2002-06-01
AC03159,LATAM Airlines,Boeing 747-400,2005-12-03
AC03160,LATAM Airlines,Airbus A330-300,2005-01-18
AC03161,LATAM Airlines,Boeing 737 MAX 8,1997-05-11
AC03162,LATAM Airlines,Boeing 737 MAX 8,2021-01-01
AC03163,LATAM Airlines,Airbus A330-300,2021-09-07
AC03164,LATAM Airlines,Boeing 737-800,2007-11-14
AC03165,LATAM Airlines,Boeing 747-400,2001-03-19
AC03166,LATAM Airlines,Airbus A330-300,2006-01-05
AC03167,LATAM Airlines,Airbus A330-300,1995-03-11
AC03168,LATAM Airlines,Boeing 737 MAX 8,1999-01-20
AC03169,LATAM Airlines,Boeing 787-9 Dreamliner,2015-12-02
AC03170,LATAM Airlines,Boeing 737-800,2013-02-03
AC03171,LATAM Airlines,Boeing 777-300ER,2009-01-01
AC03172,LATAM Airlines,Boeing 737 MAX 8,2008-11-30
AC03173,LATAM Airlines,Airbus A220-300,2002-05-05
AC03174,LATAM Airlines,Boeing 787-9 Dreamliner,2015-03-20
AC03175,LATAM Airlines,Airbus A330-300,2010-01-10
AC03176,LATAM Airlines,Boeing 737-800,2016-12-29
AC03177,LATAM Airlines,Airbus A350-900,2007-09-23
AC03178,LATAM Airlines,Airbus A320-200,2009-07-03
AC03179,LATAM Airlines,Boeing 787-9 Dreamliner,1998-01-08
AC03180,LATAM Airlines,Airbus A320-200,2014-11-09
AC03181,LATAM Airlines,Airbus A380-800,2021-05-14
AC03182,LATAM Airlines,Airbus A220-300,2007-05-15
AC03183,LATAM Airlines,Boeing 787-9 Dreamliner,2011-09-29
AC03184,LATAM Airlines,Boeing 777-300ER,2012-01-26
AC03185,LATAM Airlines,Boeing 737 MAX 8,2008-04-10
AC03186,LATAM Airlines,Boeing 787-9 Dreamliner,2004-08-11
AC03187,LATAM Airlines,Airbus A380-800,1999-09-11
AC03188,LATAM Airlines,Airbus A330-300,1999-02-05
